PAIS,AÑO,MES,PRODUCTO,CANTIDAD DE ENERGIA (GWh),CODIGO DE PRODUCTO,AÑO ACTUAL- MES ACTUA,AÑO ANTERIOR- MES ACTUAL,PARTICIPACION
Chile,2019,November,Wind,493.221.565,2,4.889.955.963,3.229.436.754,7.37%
Chile,2019,November,Solar,689.028.561,3,6300.53,4.559.254.313,10.29%
Chile,2019,November,Renewables,3.676.668.352,22,38.612.830.575,33.772.552.406,54.93%
Chile,2019,November,Low carbon,3.676.668.352,26,38.612.830.575,33.772.552.406,54.93%
Chile,2019,November,Fossil fuels,3.016.203.864,27,43.487.346.384,39.711.453.888,45.07%
Colombia,2019,November,Hydro,4.326.446.322,1,5.297.754.577,53.565.380.126,66.05%
Colombia,2019,November,Wind,3.373.902,2,61.626.002,36.631.055,0.05%
Colombia,2019,November,Solar,1.317.919,3,133.311.999,15.912.079,0.20%
Colombia,2019,November,Renewables,4.470.143.572,22,54.698.270.145,54.918.904.847,68.25%
Colombia,2019,November,Low carbon,4.470.143.572,26,54.698.270.145,54.918.904.847,68.25%
Colombia,2019,November,Fossil fuels,2.079.918.004,27,23.380.433.628,16.228.153.802,31.75%
Mexico,2019,November,Hydro,1.485.931.105,1,23.536.999.999,30.745.391.309,5.96%
Mexico,2019,November,Wind,1.679.026.225,2,16.777.999.999,11.295.385.131,6.73%
Mexico,2019,November,Solar,538.150.747,3,6972,1.148.966.906,2.16%
Mexico,2019,November,Renewables,4.077.858.493,22,54.356.199.525,49.677.569.863,16.36%
Mexico,2019,November,Low carbon,6.252.853.625,26,78.091.199.529,72.579.382.067,25.08%
Mexico,2019,November,Fossil fuels,1.974.822.442,27,26.545.285.748,253.720.004.524,79.21%
Argentina,2019,December,Hydro,2.381.302.239,1,27.234.432.719,31.865.777.588,20.28%
Argentina,2019,December,Wind,598.393.772,2,494.689.734,1.402.536.471,5.10%
Argentina,2019,December,Solar,117.330.123,3,791.843.581,107.512.407,1.00%
Argentina,2019,December,Renewables,32.327.314,22,34.524.081.521,3.465.221.956,27.53%
Argentina,2019,December,Low carbon,3.966.688.485,26,42.493.550.044,41.166.526.638,33.79%
Argentina,2019,December,Fossil fuels,7.774.255.597,27,89.968.762.998,98.021.590.264,66.21%
Brazil,2019,December,Hydro,32.946.655.052,1,393.898.286.431,383.925.867.265,62.17%
Brazil,2019,December,Wind,5.147.951.948,2,5.542.576.578,48.116.275.696,9.71%
Brazil,2019,December,Solar,674.080.825,3,658.803.321,3.441.059.096,1.27%
Brazil,2019,December,Renewables,41.678.115.018,22,507.537.708.859,486.518.198.235,78.65%
Brazil,2019,December,Low carbon,43.061.719.085,26,52.269.880.342,501.312.703.241,81.26%
Brazil,2019,December,Fossil fuels,9.931.306.239,27,88.686.909.444,84.447.439.306,18.74%
Chile,2019,December,Hydro,1.953.384.275,1,22.027.318,22.899.124.005,27.95%
Chile,2019,December,Wind,503.726,2,4.889.955.963,3.582.857.999,7.21%
Chile,2019,December,Solar,712.535.775,3,6300.53,5.121.810.998,10.19%
Chile,2019,December,Renewables,3.574.503.512,22,38.612.830.575,37.294.544.856,51.14%
Chile,2019,December,Low carbon,3.574.503.512,26,38.612.830.575,37.294.544.856,51.14%
Chile,2019,December,Fossil fuels,3.414.944.611,27,43.487.346.384,42.587.926.184,48.86%
Colombia,2019,December,Hydro,3.824.172.245,1,5.297.754.577,58.188.131.696,60.34%
Colombia,2019,December,Wind,4.587.003,2,61.626.002,42.286,0.07%
Colombia,2019,December,Solar,12.070.731,3,133.311.999,20.39,0.19%
Colombia,2019,December,Renewables,3.967.978.849,22,54.698.270.145,59.670.123.082,62.61%
Colombia,2019,December,Low carbon,3.967.978.849,26,54.698.270.145,59.670.123.082,62.61%
Colombia,2019,December,Fossil fuels,2.369.303.579,27,23.380.433.628,18.018.027.611,37.39%
Mexico,2019,December,Hydro,1.294.452.297,1,23.536.999.999,32.325.999.999,5.35%
Mexico,2019,December,Wind,1.664.210.683,2,16.777.999.999,12.792.000.001,6.87%
Mexico,2019,December,Solar,616.767.481,3,6972,1.354.999.999,2.55%
Mexico,2019,December,Renewables,3.980.129.912,22,54.356.199.525,53.709.708.965,16.44%
Mexico,2019,December,Low carbon,6.087.944.045,26,78.091.199.529,7.872.570.897,25.15%
Mexico,2019,December,Fossil fuels,19.191.813.991,27,26.545.285.748,273.851.291.042,79.28%
Argentina,2020,January,Hydro,2.392.709.251,1,23.613.863.132,2.694.068.442,19.20%
Argentina,2020,January,Wind,676.706.644,2,9.318.209.669,285.611.188,5.43%
Argentina,2020,January,Solar,105.912.517,3,1.331.154,40.110.495,0.85%
Argentina,2020,January,Renewables,3.289.621.374,22,3.639.204.386,3.087.764.689,26.40%
Argentina,2020,January,Low carbon,4.084.952.698,26,46.456.458.419,3.289.248.237,32.78%
Argentina,2020,January,Fossil fuels,8.377.582.999,27,91.118.163.035,8.197.103.682,67.22%
Brazil,2020,January,Hydro,36.956.190.695,1,39.236.394.384,41.203.369.295,69.05%
Brazil,2020,January,Wind,2.797.063.407,2,56.480.199.931,4.233.899.952,5.23%
Brazil,2020,January,Solar,788.646.055,3,10.642.309.919,451.874.016,1.47%
Brazil,2020,January,Renewables,42.025.977.076,22,514.703.665.791,47.172.971.036,78.53%
Brazil,2020,January,Low carbon,43.115.182.943,26,52.791.310.791,48.498.279.104,80.56%
Brazil,2020,January,Fossil fuels,10.402.977.806,27,789.670.077,468.322.057,19.44%
Chile,2020,January,Hydro,2.132.377.554,1,21.934.483.377,2.233.129.531,29.22%
Chile,2020,January,Wind,406.781.534,2,5.545.814.671,327.336.219,5.57%
Chile,2020,January,Solar,677.480.177,3,7.529.960.558,583.651.661,9.28%
Chile,2020,January,Renewables,3.673.261.055,22,40.547.283.435,3.555.195.903,50.34%
Chile,2020,January,Low carbon,3.673.261.055,26,40.547.283.435,3.555.195.903,50.34%
Chile,2020,January,Fossil fuels,362.370.094,27,41.373.448.929,3.398.723.594,49.66%
Colombia,2020,January,Hydro,3.915.653.461,1,48.444.466.998,3.920.370.278,59.36%
Colombia,2020,January,Wind,510.601,2,9.807.001,6.363.735,0.01%
Colombia,2020,January,Solar,15.889.734,3,194.636.999,4.123.789,0.24%
Colombia,2020,January,Renewables,4.105.588.255,22,50.731.028.468,4.058.010.216,62.24%
Colombia,2020,January,Low carbon,4.105.588.255,26,50.731.028.468,4.058.010.216,62.24%
Colombia,2020,January,Fossil fuels,2.490.661.789,27,2.635.604.003,2.346.741.954,37.76%
Mexico,2020,January,Hydro,1.185.912.124,1,26.740.094.498,1.548.233.543,4.54%
Mexico,2020,January,Wind,1.938.851.809,2,19.766.918.556,16.594.832,7.43%
Mexico,2020,January,Solar,650.176.207,3,1.124.215.161,344.624.888,2.49%
Mexico,2020,January,Renewables,4.273.122.402,22,62.741.588.902,438.343.478,16.37%
Mexico,2020,January,Low carbon,6.433.085.959,26,86.461.936.806,6.324.949.653,24.64%
Mexico,2020,January,Fossil fuels,20.743.005.121,27,262.712.746.937,20.302.468.522,79.46%
Argentina,2020,February,Hydro,1.953.247.404,1,23.613.863.132,4.676.781.704,17.21%
Argentina,2020,February,Wind,643.775.712,2,9.318.209.669,516.273.669,5.67%
Argentina,2020,February,Solar,83.617.872,3,1.331.154,83.558.376,0.74%
Argentina,2020,February,Renewables,2.779.587.184,22,3.639.204.386,5.426.566.096,24.49%
Argentina,2020,February,Low carbon,3.588.731.207,26,46.456.458.419,5.930.158.963,31.62%
Argentina,2020,February,Fossil fuels,7.759.768.614,27,91.118.163.035,16.503.281.536,68.38%
Brazil,2020,February,Hydro,37.240.540.147,1,39.236.394.384,77.078.880.423,75.60%
Brazil,2020,February,Wind,2.787.257.755,2,56.480.199.931,6.499.973.487,5.66%
Brazil,2020,February,Solar,772.348.726,3,10.642.309.919,891.461.428,1.57%
Brazil,2020,February,Renewables,420.919.768,22,514.703.665.791,87.070.066.578,85.45%
Brazil,2020,February,Low carbon,42.980.491.734,26,52.791.310.791,89.645.184.025,87.25%
Brazil,2020,February,Fossil fuels,627.871.514,27,789.670.077,11.945.983.259,12.75%
Chile,2020,February,Hydro,1.702.522.248,1,21.934.483.377,392.344.704,24.85%
Chile,2020,February,Wind,391.426.335,2,5.545.814.671,579.665.225,5.71%
Chile,2020,February,Solar,632.707.591,3,7.529.960.558,1.088.325.488,9.24%
Chile,2020,February,Renewables,3.225.185.501,22,40.547.283.435,64.307.018,47.08%
Chile,2020,February,Low carbon,3.225.185.501,26,40.547.283.435,64.307.018,47.08%
Chile,2020,February,Fossil fuels,3.625.752.151,27,41.373.448.929,6.907.645.513,52.92%
Colombia,2020,February,Hydro,3.457.158.838,1,48.444.466.998,7.537.458.413,53.59%
Colombia,2020,February,Wind,0,2,9.807.001,13.056.755,0.00%
Colombia,2020,February,Solar,15.637.515,3,194.636.999,10.353.135,0.24%
Colombia,2020,February,Renewables,364.632.875,22,50.731.028.468,7.815.170.241,56.52%
Colombia,2020,February,Low carbon,364.632.875,26,50.731.028.468,7.815.170.241,56.52%
Colombia,2020,February,Fossil fuels,2.805.152.753,27,2.635.604.003,4.600.119.991,43.48%
Mexico,2020,February,Hydro,1.087.052.759,1,26.740.094.498,323.177.078,4.33%
Mexico,2020,February,Wind,1.811.978.574,2,19.766.918.556,2.744.760.244,7.22%
Mexico,2020,February,Solar,729.743.237,3,1.124.215.161,721.689.938,2.91%
Mexico,2020,February,Renewables,4.079.201.676,22,62.741.588.902,832.694.164,16.25%
Mexico,2020,February,Low carbon,6.233.010.983,26,86.461.936.806,11.792.037.556,24.83%
Mexico,2020,February,Fossil fuels,19.939.653.774,27,262.712.746.937,40.182.725.239,79.44%
Argentina,2020,March,Hydro,1.853.724.134,1,23.613.863.132,6.831.264.436,15.28%
Argentina,2020,March,Wind,658.117.344,2,9.318.209.669,821.952.377,5.42%
Argentina,2020,March,Solar,97.602.502,3,1.331.154,133.907.644,0.80%
Argentina,2020,March,Renewables,2.724.535.189,22,3.639.204.386,8.039.995.648,22.45%
Argentina,2020,March,Low carbon,3.657.094.961,26,46.456.458.419,9.073.800.657,30.14%
Argentina,2020,March,Fossil fuels,8.476.950.108,27,91.118.163.035,23.517.342.718,69.86%
Brazil,2020,March,Hydro,3.938.675.261,1,39.236.394.384,11.543.982.678,77.84%
Brazil,2020,March,Wind,2.249.830.341,2,56.480.199.931,907.739.283,4.45%
Brazil,2020,March,Solar,836.129.375,3,10.642.309.919,1.380.195.259,1.65%
Brazil,2020,March,Renewables,44.485.113.512,22,514.703.665.791,130.701.633.535,87.92%
Brazil,2020,March,Low carbon,45.685.283.882,26,52.791.310.791,134.474.527.481,90.29%
Brazil,2020,March,Fossil fuels,4.913.147.238,27,789.670.077,18.101.416.751,9.71%
Chile,2020,March,Hydro,1.362.829.536,1,21.934.483.377,5.467.863.304,19.40%
Chile,2020,March,Wind,344.721.882,2,5.545.814.671,911.609.151,4.91%
Chile,2020,March,Solar,610.562.772,3,7.529.960.558,1.639.687.705,8.69%
Chile,2020,March,Renewables,2.863.652.128,22,40.547.283.435,9.366.109.134,40.76%
Chile,2020,March,Low carbon,2.863.652.128,26,40.547.283.435,9.366.109.134,40.76%
Chile,2020,March,Fossil fuels,4.161.635.934,27,41.373.448.929,11.047.013.358,59.24%
Colombia,2020,March,Hydro,3.683.937.349,1,48.444.466.998,11.709.551.586,56.44%
Colombia,2020,March,Wind,0,2,9.807.001,19.388.364,0.00%
Colombia,2020,March,Solar,16.271.686,3,194.636.999,22.338.264,0.25%
Colombia,2020,March,Renewables,3.873.727.264,22,50.731.028.468,12.132.730.438,59.35%
Colombia,2020,March,Low carbon,3.873.727.264,26,50.731.028.468,12.132.730.438,59.35%
Colombia,2020,March,Fossil fuels,2.653.529.896,27,2.635.604.003,677.952.645,40.65%
Mexico,2020,March,Hydro,1.672.949.595,1,26.740.094.498,5.060.288.391,5.99%
Mexico,2020,March,Wind,1.751.675.637,2,19.766.918.556,4.468.401.241,6.27%
Mexico,2020,March,Solar,919.001.046,3,1.124.215.161,1.201.018.326,3.29%
Mexico,2020,March,Renewables,4.818.867.028,22,62.741.588.902,13.222.863.833,17.25%
Mexico,2020,March,Low carbon,7.032.465.092,26,86.461.936.806,18.749.681.887,25.17%
Mexico,2020,March,Fossil fuels,21.975.424.616,27,262.712.746.937,61.512.194.435,78.66%
Argentina,2020,April,Hydro,1.378.276.247,1,23.613.863.132,8.770.388.043,14.43%
Argentina,2020,April,Wind,606.376.957,2,9.318.209.669,1.149.300.138,6.35%
Argentina,2020,April,Solar,79.317.867,3,1.331.154,183.884.444,0.83%
Argentina,2020,April,Renewables,2.183.761.417,22,3.639.204.386,10.454.006.944,22.87%
Argentina,2020,April,Low carbon,316.434.068,26,46.456.458.419,12.131.313.649,33.13%
Argentina,2020,April,Fossil fuels,6.386.186.526,27,91.118.163.035,30.307.034.616,66.87%
Brazil,2020,April,Hydro,31.326.716.162,1,39.236.394.384,152.173.517.659,70.02%
Brazil,2020,April,Wind,3.085.602.934,2,56.480.199.931,11.693.100.654,6.90%
Brazil,2020,April,Solar,870.142.363,3,10.642.309.919,1.849.816.593,1.94%
Brazil,2020,April,Renewables,39.932.091.126,22,514.703.665.791,174.247.132.608,89.25%
Brazil,2020,April,Low carbon,41.202.050.869,26,52.791.310.791,179.015.793.047,92.09%
Brazil,2020,April,Fossil fuels,3.540.800.204,27,789.670.077,2.330.899.128,7.91%
Chile,2020,April,Hydro,1.003.662.366,1,21.934.483.377,6.815.996.974,14.99%
Chile,2020,April,Wind,3.475.445,2,5.545.814.671,1.191.090.252,5.19%
Chile,2020,April,Solar,536.067.615,3,7.529.960.558,2.078.051.774,8.00%
Chile,2020,April,Renewables,2.424.178.491,22,40.547.283.435,11.986.488.976,36.20%
Chile,2020,April,Low carbon,2.424.178.491,26,40.547.283.435,11.986.488.976,36.20%
Chile,2020,April,Fossil fuels,4.272.770.179,27,41.373.448.929,15.031.674.598,63.80%
Colombia,2020,April,Hydro,3.367.440.063,1,48.444.466.998,16.188.227.452,59.03%
Colombia,2020,April,Wind,0,2,9.807.001,26.221.751,0.00%
Colombia,2020,April,Solar,15.030.507,3,194.636.999,35.031.633,0.26%
Colombia,2020,April,Renewables,355.595.772,22,50.731.028.468,16.758.079.047,62.34%
Colombia,2020,April,Low carbon,355.595.772,26,50.731.028.468,16.758.079.047,62.34%
Colombia,2020,April,Fossil fuels,21.482.571,27,2.635.604.003,8.530.832.061,37.66%
Mexico,2020,April,Hydro,235.055.793,1,26.740.094.498,7.389.350.201,9.21%
Mexico,2020,April,Wind,119.401.652,2,19.766.918.556,592.741.078,4.68%
Mexico,2020,April,Solar,1.050.221.576,3,1.124.215.161,1.735.708.363,4.11%
Mexico,2020,April,Renewables,5.056.099.016,22,62.741.588.902,18.338.577.905,19.80%
Mexico,2020,April,Low carbon,7.231.254.002,26,86.461.936.806,25.777.532.542,28.32%
Mexico,2020,April,Fossil fuels,19.371.801.617,27,262.712.746.937,82.918.150.887,75.87%
Argentina,2020,May,Hydro,1.620.622.183,1,23.613.863.132,10.942.387.975,15.67%
Argentina,2020,May,Wind,721.971.268,2,9.318.209.669,1.477.437.105,6.98%
Argentina,2020,May,Solar,7.192.448,3,1.331.154,225.663.343,0.70%
Argentina,2020,May,Renewables,2.546.635.064,22,3.639.204.386,13.115.738.474,24.63%
Argentina,2020,May,Low carbon,3.565.828.014,26,46.456.458.419,15.634.232.091,34.48%
Argentina,2020,May,Fossil fuels,6.775.476.778,27,91.118.163.035,37.312.270.705,65.52%
Brazil,2020,May,Hydro,30.497.620.089,1,39.236.394.384,187.873.112.723,65.81%
Brazil,2020,May,Wind,3.832.905.804,2,56.480.199.931,15.574.343.542,8.27%
Brazil,2020,May,Solar,874.689.984,3,10.642.309.919,2.337.185.245,1.89%
Brazil,2020,May,Renewables,4.142.350.452,22,514.703.665.791,219.840.866.377,89.38%
Brazil,2020,May,Low carbon,42.813.655.738,26,52.791.310.791,225.330.845.372,92.38%
Brazil,2020,May,Fossil fuels,3.529.517.059,27,789.670.077,28.026.188.332,7.62%
Chile,2020,May,Hydro,1.195.479.017,1,21.934.483.377,8.324.119.641,18.00%
Chile,2020,May,Wind,336.351.276,2,5.545.814.671,1.537.429.232,5.06%
Chile,2020,May,Solar,452.778.857,3,7.529.960.558,244.879.752,6.82%
Chile,2020,May,Renewables,2.486.637.119,22,40.547.283.435,14.773.632.561,37.43%
Chile,2020,May,Low carbon,2.486.637.119,26,40.547.283.435,14.773.632.561,37.43%
Chile,2020,May,Fossil fuels,4.156.457.663,27,41.373.448.929,19.223.154.744,62.57%
Colombia,2020,May,Hydro,3.297.203.198,1,48.444.466.998,20.998.512.642,54.38%
Colombia,2020,May,Wind,0,2,9.807.001,32.402.993,0.00%
Colombia,2020,May,Solar,15.357.394,3,194.636.999,45.453.783,0.25%
Colombia,2020,May,Renewables,348.603.313,22,50.731.028.468,2.171.210.937,57.50%
Colombia,2020,May,Low carbon,348.603.313,26,50.731.028.468,2.171.210.937,57.50%
Colombia,2020,May,Fossil fuels,2.577.115.557,27,2.635.604.003,10.221.142.762,42.50%
Mexico,2020,May,Hydro,2.844.766.996,1,26.740.094.498,10.220.811.997,10.32%
Mexico,2020,May,Wind,1.470.609.516,2,19.766.918.556,716.472.421,5.34%
Mexico,2020,May,Solar,962.585.244,3,1.124.215.161,238.371.086,3.49%
Mexico,2020,May,Renewables,5.735.560.207,22,62.741.588.902,23.841.406.377,20.81%
Mexico,2020,May,Low carbon,7.813.648.877,26,86.461.936.806,32.922.736.645,28.35%
Mexico,2020,May,Fossil fuels,20.814.786.113,27,262.712.746.937,107.485.040.152,75.53%
Argentina,2020,June,Hydro,2.170.265.171,1,23.613.863.132,13.024.699.694,19.02%
Argentina,2020,June,Wind,724.014.599,2,9.318.209.669,1.883.431.344,6.34%
Argentina,2020,June,Solar,59.520.738,3,1.331.154,266.138.777,0.52%
Argentina,2020,June,Renewables,3.146.461.543,22,3.639.204.386,15.800.438.306,27.57%
Argentina,2020,June,Low carbon,4.078.133.082,26,46.456.458.419,19.065.017.193,35.74%
Argentina,2020,June,Fossil fuels,7.332.929.551,27,91.118.163.035,44.759.445.829,64.26%
Brazil,2020,June,Hydro,29.289.585.451,1,39.236.394.384,21.855.620.236,62.80%
Brazil,2020,June,Wind,4.961.890.262,2,56.480.199.931,20.761.425.159,10.64%
Brazil,2020,June,Solar,879.406.753,3,10.642.309.919,283.001.461,1.89%
Brazil,2020,June,Renewables,41.459.713.166,22,514.703.665.791,261.800.342.538,88.89%
Brazil,2020,June,Low carbon,42.432.945.418,26,52.791.310.791,268.625.832.127,90.98%
Brazil,2020,June,Fossil fuels,420.935.159,27,789.670.077,32.140.756.803,9.02%
Chile,2020,June,Hydro,1.306.066.316,1,21.934.483.377,10.070.738.831,19.13%
Chile,2020,June,Wind,470.674.623,2,5.545.814.671,198.453.393,6.90%
Chile,2020,June,Solar,377.010.094,3,7.529.960.558,2.794.732.155,5.52%
Chile,2020,June,Renewables,2.626.167.246,22,40.547.283.435,17.803.051.267,38.47%
Chile,2020,June,Low carbon,2.626.167.246,26,40.547.283.435,17.803.051.267,38.47%
Chile,2020,June,Fossil fuels,4.200.148.464,27,41.373.448.929,23.173.012.146,61.53%
Colombia,2020,June,Hydro,3.344.633.799,1,48.444.466.998,25.900.488.509,55.98%
Colombia,2020,June,Wind,0,2,9.807.001,38.833.407,0.00%
Colombia,2020,June,Solar,14.043.682,3,194.636.999,57.426.034,0.24%
Colombia,2020,June,Renewables,3.532.183.864,22,50.731.028.468,26.759.636.127,59.12%
Colombia,2020,June,Low carbon,3.532.183.864,26,50.731.028.468,26.759.636.127,59.12%
Colombia,2020,June,Fossil fuels,2.442.276.216,27,2.635.604.003,11.632.563.285,40.88%
Mexico,2020,June,Hydro,2.608.779.748,1,26.740.094.498,12.814.100.315,8.91%
Mexico,2020,June,Wind,1.349.825.797,2,19.766.918.556,8.290.383.521,4.61%
Mexico,2020,June,Solar,106.318.771,3,1.124.215.161,3.136.009.691,3.63%
Mexico,2020,June,Renewables,5.415.544.181,22,62.741.588.902,2.885.343.151,18.50%
Mexico,2020,June,Low carbon,7.441.616.961,26,86.461.936.806,39.872.814.987,25.42%
Mexico,2020,June,Fossil fuels,22.903.907.075,27,262.712.746.937,132.369.782.012,78.24%
Argentina,2020,July,Hydro,293.498.021,1,23.613.863.132,15.355.441.937,22.96%
Argentina,2020,July,Wind,749.120.629,2,9.318.209.669,2.300.722.744,5.86%
Argentina,2020,July,Solar,66.548.389,3,1.331.154,319.709.384,0.52%
Argentina,2020,July,Renewables,396.313.481,22,3.639.204.386,18.761.514.612,31.00%
Argentina,2020,July,Low carbon,4.703.769.565,26,46.456.458.419,22.766.688.536,36.80%
Argentina,2020,July,Fossil fuels,8.078.795.245,27,91.118.163.035,53.088.723.116,63.20%
Brazil,2020,July,Hydro,31.796.666.526,1,39.236.394.384,247.085.994.764,64.03%
Brazil,2020,July,Wind,5.884.780.276,2,56.480.199.931,25.948.506.776,11.85%
Brazil,2020,July,Solar,952.797.092,3,10.642.309.919,3.366.529.681,1.92%
Brazil,2020,July,Renewables,45.370.530.403,22,514.703.665.791,301.901.904.986,91.36%
Brazil,2020,July,Low carbon,45.814.835.673,26,52.791.310.791,310.129.221.585,92.25%
Brazil,2020,July,Fossil fuels,3.847.488.581,27,789.670.077,39.974.042.808,7.75%
Chile,2020,July,Hydro,1.969.023.141,1,21.934.483.377,11.790.455.839,29.36%
Chile,2020,July,Wind,427.583.118,2,5.545.814.671,2.459.438.879,6.38%
Chile,2020,July,Solar,457.567.207,3,7.529.960.558,3.190.981.435,6.82%
Chile,2020,July,Renewables,328.011.344,22,40.547.283.435,2.084.748.718,48.91%
Chile,2020,July,Low carbon,328.011.344,26,40.547.283.435,2.084.748.718,48.91%
Chile,2020,July,Fossil fuels,3.426.363.735,27,41.373.448.929,27.358.334.538,51.09%
Colombia,2020,July,Hydro,4.545.106.164,1,48.444.466.998,31.001.802.034,70.98%
Colombia,2020,July,Wind,547,2,9.807.001,45.190.117,0.00%
Colombia,2020,July,Solar,14.537.147,3,194.636.999,70.128.028,0.23%
Colombia,2020,July,Renewables,473.316.792,22,50.731.028.468,32.007.159.745,73.92%
Colombia,2020,July,Low carbon,473.316.792,26,50.731.028.468,32.007.159.745,73.92%
Colombia,2020,July,Fossil fuels,166.984.543,27,2.635.604.003,13.107.080.749,26.08%
Mexico,2020,July,Hydro,2.904.905.483,1,26.740.094.498,15.210.495.208,9.23%
Mexico,2020,July,Wind,1.558.653.371,2,19.766.918.556,9.899.537.883,4.95%
